fid,x,y,brand
4.36E+14,-8.019770622,-5.569484711,Logitech
91920463745,-10.60011673,-0.415408581,Foxwoods Resort Casino
6.00E+14,-8.039958,-5.571144104,No Yolks
84041706105,-38.65702438,28.91310501,Harrah's Cherokee Casino Resort (Verified Page)
1.38E+15,-40.08715439,39.441082, 
1.42E+15,15.53361702,26.24880409,product hunt
1.47E+14,31.16861343,-11.78042221,BurpeesSuck.com
1.84E+11,19.46358871,0.406513542,Athletic Greens
1.33E+14,19.8368721,0.069862098,GLOSSYBOX (Verified Page)
1.85E+11,52.96351624,-8.564439774,Daily Burn
1.38E+11,43.54308701,-29.12041283,bodycology
77907830830,0.68616271,-5.869645596,Athleta (Verified Page)
2.70E+11,0.43019253,-6.376451015,Tracy Anderson Method (Verified Page)
2.33E+14,0.495631844,-6.247535229,Nespresso
2.48E+14,0.401439339,-6.430740356,Les Mills
1.61E+14,0.613795817,-26.15886307,Frosch Travel
33954389436,-5.482139111,-6.231871605,Alamo Rent A Car (Verified Page)
1.36E+14,-4.783139229,-5.593230247,AirHelp
2.23E+11,-1.756004333,-14.10349655,Utah.com
1.88E+14,-4.655533314,-5.829545498,EPN Entrepreneurs and Professionals Network
7240312795,-4.625847816,-6.033540249,The Motley Fool (Verified Page)
88460909704,-27.46866989,5.479520798,Betsey Johnson
1.75E+11,29.98739433,-6.162015438,Earthbound Farm (Verified Page)
31221517734,-7.854371548,3.474004507,Cost Plus World Market
4.81E+14,-15.65265846,9.463238716,Dot & Bo
1.05E+11,-20.76497269,-54.40899658,Crayola
2.42E+14,-45.4500351,38.20240402,ezDI
68986053690,20.60267067,-12.73701477,Dansko Footwear
95672953971,-0.913918197,43.27762222,Menchie's Frozen Yogurt
53598467366,-3.05608201,-51.47634888,Life Hotel New York
95233926483,-5.678432465,-41.26408005,Footaction
1.27E+14,-30.96362877,31.30977631,Applique Market
1.31E+11,6.87793541,11.19473171,Hobby Lobby
1.24E+14,-27.11414909,30.39048767,Designs by JuJu
96270063170,-17.86740875,34.07243729,LegalZoom
2.93E+14,33.60452652,-15.70244598,House of Lashes
57321029760,40.68135834,-11.67259979,Obsessive Compulsive Cosmetics
2.00E+14,8.047941208,6.085271835,Hanes Hosiery
47575451523,-11.53855324,13.49108124,Bonefish Grill
57311312825,51.88624191,-6.925779819,Tropical Smoothie Cafe
5.31E+14,-42.64127731,42.02630997,Fidelis Care
18349378739,31.96632957,-8.428588867,Certified Angus Beef  brand
1.20E+14,-38.23171234,-9.282627106,FitDay
26920394576,-31.11001396,35.30542755,Skyline Chili
90420197319,-36.68538284,28.52529335,Vanity Fair Lingerie (Verified Page)
1.16E+14,-20.92951202,28.76936722,AMSOIL INC.
1.57E+14,7.749637127,-3.574393988,Next Deal Shop (Verified Page)
8222516131,13.01682091,-3.774223804,Knockaround Sunglasses (Verified Page)
7.88E+14,-2.225774288,2.73230052,USPS Business
2.28E+11,-23.15280342,4.624531746,Oberto Beef Jerky (Verified Page)
1.32E+14,-23.25097656,4.574832916,Jacuzzi® Official
6402075641,3.27923274,5.481100082,Perfume.com
1.36E+11,-29.65891838,-9.009209633,ScreenFlow
15642947628,19.45842934,-13.0134964,Pantone
2.41E+14,-8.728282928,9.888375282,Bluee
1.13E+14,-4.866713524,-44.5663147,Andaz San Diego
2.00E+14,-17.91657829,-44.96052551,Hampton Inn & Suites New Orleans Convention Center
1.61E+14,-15.34696007,36.69532776,Orlandoescape
3.32E+11,-0.140038282,-25.65570068,CCRA Travel Commerce Network
1.16E+11,-0.616968751,-18.74346924,SouthAmerica.travel
22886096083,-1.433796763,19.54040909,KEEN (Verified Page)
1.74E+14,1.272880673,7.1460886,ELOQUII
84841498105,30.45150566,-5.439179897,NCIX (Verified Page)
22991185100,-8.878377914,-0.655264854,Sam Villa Professional (Verified Page)
3.78E+11,-13.21142292,5.082455635,The Keg Steakhouse + Bar
3.35E+11,-0.271041632,4.476802826,Bali Intimates (Verified Page)
1.23E+15,19.45633125,-3.293954372,gearbunch
29250433144,44.77947998,-21.55328178,Honest Tea
1.71E+11,31.65692711,-12.78633213,Coffee.org
2.05E+14,30.80518341,-13.26046562,Tyson
1.40E+14,42.96262741,-2.440753222,Victoria Fine Foods
1.11E+14,30.84899521,-13.1630373,RICE FORCE
1.64E+14,14.89731407,-2.712084532,Living Well Spending Less
75139383837,33.23239899,-6.264728069,Town Shoes (Verified Page)
1.28E+14,33.49998093,-3.878402948,GUESS Watches
1.83E+14,12.40476418,-4.926285267,Flex Watches
5.16E+14,-6.321755886,5.425765991,Enso Rings (Verified Page)
2.42E+11,40.91812134,-5.356696606,Dreamland Jewelry
1.47E+14,-2.172934532,9.774126053,Dirt Cheap
8.10E+14,33.75672531,-5.754533291,CoupleChoices
5.42E+14,-14.45305443,15.4331274,Fragrant Jewels
7.27E+14,14.75256634,-6.006447792,NCIX US
2.01E+14,11.49553394,-6.85532856,4shared Official
13483097036,-7.352082253,0.259041041,MAINGEAR Computers
65696346954,22.51306915,1.372432828,DJ TechTools (Verified Page)
1.29E+14,-8.13818264,4.279313564,Lutron Electronics
1.49E+15,15.8730011,-5.942749977, 
1.61E+14,-2.921980143,-0.185391441,Soul Electronics
1.68E+15,28.95909691,-5.942855358,hyperloop one
2.44E+14,-36.61120224,35.20974731,Shop Your Way (Verified Page)
1.70E+14,-44.81697083,36.36863327,Act
1.97E+14,-2.336449385,46.57476425,MobileIron
2.11E+11,-29.67368507,3.996649027,Fairfield Inn & Suites by Marriott Lakeland Plant City
1.46E+14,-45.12033081,31.61899948,Wyndham Bonnet Creek Resort
1.13E+14,-40.45156097,24.43773842,Pittsburgh Steelers on Fanatics (Verified Page)
1.76E+14,-29.10988426,4.74860239,The Westin Fort Lauderdale
2.43E+14,-17.55770874,29.39876175,Lever
1.22E+11,26.89447975,-1.523968816,Secret Entourage
1.10E+14,26.93669701,-1.408526897,iHeartRaves.com (Verified Page)
1.88E+14,36.15247345,0.339874148,Pure Flix (Verified Page)
91175189401,27.97491074,-2.811096668,Sacred Mists Online Wiccan College
2.80E+11,-40.36102295,24.64764214,Homes.com
1.70E+14,-7.775418282,21.3743515,Airsoft Evike.com
76891161133,-7.065041065,21.59673882,Airsoft GI
15960740673,-26.43648148,-8.520031929,Turbine
1.06E+11,-36.1332283,-13.30684757,The Equus Hotel
1.40E+14,-29.65553856,23.50372314,Hipmunk
3.86E+11,1.013554335,-21.38568306,lululemon New York City
71652910856,-40.1878891,-11.63575172,Hyatt Regency Baltimore Inner Harbor
1.09E+14,42.50581741,-29.45087242,Yves Rocher USA (Verified Page)
3.29E+11,42.24642944,-28.791605,Sebamed USA
1.22E+14,41.05983353,-23.82636261,Dr. Jart+ US
2.99E+14,41.71726227,-28.34037399,instaGC
16714458909,41.23870468,-27.45327759,Teavana
1.25E+11,38.81123734,-27.23838615,Earth Fare
15139870074,41.00582504,-11.01403332,Smashbox Cosmetics
1.46E+15,8.322099686,-1.191560864, 
1.76E+11,-8.095627785,3.889038563,Brooke Shaden Photography
15974534830,7.60922575,-5.223813057,Magnum Photos
1.19E+14,-20.09499741,13.86820602,Aimee Pool Photography
12614086298,-28.12306213,18.46986008,Lara Jade Photography
46891043156,-23.41296959,27.18659019,Steiner Sports (Verified Page)
44921228816,-2.847363234,-9.566749573,Edible Arrangements
3.53E+11,29.43585587,-10.78656006,LRG Clothing
6857074038,40.5547905,14.4977684,American Eagle Outfitters
2.78E+11,29.39681816,-10.79565811,Redneck Nation Clothing
21281155105,11.07156181,-3.644974709,Vistaprint
4.53E+14,37.46561432,-7.210272312,Anova Culinary
30596038768,11.75047779,-3.007133007,Tiny Prints
58434305319,5.496341228,-1.379131436,Indochino
24397124948,29.41372871,-10.31535816,Perry Ellis (Verified Page)
1.03E+11,11.37263012,-3.824447155,Dollar Tree
11599692403,5.876272202,-1.108468413,CafePress
20582642681,-1.318130016,5.89546299,Sam's Club
8966519227,6.297493458,15.84876633,Texas Roadhouse
1.66E+11,13.87358284,-32.07609558,Hodgman
6.04E+14,4.822910309,-24.36292839,Primal 7
1.13E+11,10.74429417,33.12553406,LA Police Gear
16910753646,2.8394835,1.230088234,Bojangles'
36385509036,4.04197073,0.709512293,Popeyes Louisiana Kitchen
5510669716,0.617789149,55.47909927,Xfire
1.12E+14,-28.4054451,20.17371178,Mayhem
4.17E+14,-28.34222794,32.09183121,Home Chef (Verified Page)
1.10E+11,-28.49647331,5.928868294,Discount Tire
2.10E+14,5.091267109,51.52516937,Autodesk Fusion Lifecycle
1.37E+14,2.182307243,-8.716371536,Flex Seal
1.77E+14,2.222644091,-8.632657051,DeMet's TURTLES (Verified Page)
1.09E+11,12.85737419,-4.733561039,Red Gold Tomatoes
1.77E+14,-8.281048775,5.486082077,Sweet Baby Ray's (Verified Page)
3.49E+14,2.251607895,-8.68924427,The International Bikini Model Search
2.65E+14,-7.198397636,3.201093912,Eckrich
1.16E+14,5.995319366,-2.900927782,Pretzel Crisps
71392670029,2.416893244,-8.531721115,Wet Seal
4.84E+11,2.319774389,-8.675005913,StyleSeat
1.40E+14,-0.031468064,9.803003311,FYE
76956398205,-32.85065842,23.03841782,RIDGID Tools
1.88E+11,-15.01850319,-0.8383829,Traackr
2.12E+14,-32.1182785,41.53249741,Chubbies (Verified Page)
2.01E+14,-15.77043915,29.12235451,K2 Business Process Apps
2.08E+14,-9.248282433,2.513285875,Blitsy
8666405449,-20.2446022,10.70071316,Scrapbook.com
1.37E+11,41.17053604,-24.0336132,Rifle Paper Co.
79304223744,-10.58187389,4.155011177,Xyron
86538538041,-26.43870544,10.50965881,Native Eyewear
3.08E+14,-30.27635574,27.38712311,Gwynnie Bee
6.95E+14,-9.340003014,4.916898251,Dia&Co (Verified Page)
8894255201,-18.56244278,25.10819626,EasyBib  Free Bibliographic Composer
35671208955,7.53791523,5.755231857,Highlights for Children
46687203018,7.813254356,6.035413265,The Children's Place
34774471675,39.97199249,-11.13150501,Laura Mercier Cosmetics
80429799714,-11.97462845,34.03440094,Shipley Do-Nuts
1.95E+14,-40.2104454,38.01858521,Staub USA (Verified Page)
2.53E+14,8.898612022,17.85653305,SSC North America
1.68E+14,-43.30043793,34.73009872,Summit Racing Equipment
30343354843,-29.02095795,25.87729836,Late Model Restoration
1.04E+11,-26.98762321,0.870209277,CJ Pony Parts
4.29E+11,-18.76282883,16.39927483,Zeghani
2.95E+14,-18.79826164,16.27624893,Adiamor
3.68E+11,-16.3420105,16.44703674,MegaFood
1.44E+11,-34.96666336,27.02781487,Nestle Toll House
75938216218,-46.77989197,35.27806091,Hyatt Regency Jacksonville Riverfront
1.85E+14,2.536146164,44.60626602,Spillman Technologies
4.31E+14,-39.36584854,-19.77867699,Gemstone Collection
1.01E+14,-10.58195591,39.05913544,UNT Rec Sports
53845239194,-21.68449783,14.13189411,Step2
7562852202,-8.16182518,3.772490501,Skip Hop
99991509734,-20.13947105,12.77768898,The Boppy Company
1.56E+14,-13.9669857,7.864728928,You Love Your Cat
18945409766,23.30241394,-2.532007217,Polyvore (Verified Page)
1.33E+14,24.56820297,-10.85330677,Pepperidge Farm Milano cookies (Verified Page)
1.87E+14,24.13976669,-11.05622768,SkipTheDishes (Verified Page)
2.55E+14,23.86749458,-11.2287674,dd's DISCOUNTS
80177638103,23.82494164,-11.16248035,CookiesKids.com
2.71E+14,23.89737701,-11.23441696,FreeSamples.us
86042579745,23.62395287,-11.52754307,Hair Cuttery
1.12E+14,23.84106064,-11.29150295,David's Cookies
1.26E+14,23.45950508,-11.65211487,Deal Grocer
56583753226,-5.302802563,21.40854073,CHANNELLOCK®
43530744461,3.91561842,-27.29533195,GODIVA
1.50E+14,-3.084205627,-9.435292244,Remington Ready
4.48E+14,0.19674544,-19.0621109,TM TOURS
13698310553,-3.059251308,-9.454057693,Brilliant Earth
20172395393,-1.512659311,-20.30932617,Tenon Tours
2.34E+11,-3.535135746,-9.414107323,Klein Tools
98045761430,-3.065768242,-9.464035034,Radio Flyer
87027474968,21.84220314,-5.107631683,Amy's Kitchen
1.11E+11,-3.110894203,-9.453604698,White House | Black Market
3.57E+11,18.57204056,1.180865169,Light & Fit
1.93E+14,54.08124924,-8.501215935,BLAST Fitness
29803936348,4.558241844,-10.7369194,Dick's Drive In Restaurant
18624175908,52.14260864,-6.885908604,Smoothie King
1.07E+14,53.05555725,-7.930887699,Labrada Nutrition Lean Body for Her
1.08E+14,54.31929779,-8.305785179,Burn20
73480615762,13.37741661,-7.594965458,Houlihan's Restaurants
1.61E+14,-5.565813065,8.110896111,BHLDN (Verified Page)
56424926133,46.13962555,-3.006296158,Artistry US
3.20E+14,-42.68656921,41.90060425,Lift Big Eat Big
17047849908,4.096795082,-22.25125504,Kor Water
1.32E+14,4.134221554,-23.29707336,FuelBelt
6.39E+14,-43.88009644,35.96813965,Tollfreeforwarding.com
39229110919,-18.23513412,5.720383644,Morton's The Steakhouse
56805881344,42.91938782,-2.451681852,Kraft
1.41E+14,32.1363678,-7.18234539,DanoneWave
4.84E+14,31.40839577,-7.917822838,Tai Pei Frozen Asian Food
2.13E+14,31.91057205,-8.125195503,Giant Food
2.12E+11,-43.13431549,33.64943695,WB Shop (Verified Page)
77160416481,31.39984131,-7.792152882,George Foreman Cooking
47812427381,15.38775063,-7.350092411,Bounce Energy
24540959832,27.3937664,-6.745551109,Sonic Drive-In
2.34E+11,31.85873222,-5.505805016,Plaid Crafts
1.11E+14,15.16164303,-2.34482336,Farmland
89779366343,15.98317337,-3.45208025,CANIDAE Pet Foods
1.76E+14,16.83109283,-3.794244766,Fine Wine & Good Spirits (Verified Page)
2.67E+14,32.20220184,-7.909851074,VV Supremo
1.83E+11,38.66890335,-4.96751833,Van's Foods (Verified Page)
1.36E+14,14.11397362,-2.263892889,SKIPPY Peanut Butter
3.21E+14,39.17284393,-4.803575039,HelloFresh (Verified Page)
3.53E+11,-4.777847767,1.524791479,Dove Chocolate
1.16E+14,31.80849266,-7.96076107,Ball® Canning & Recipes
4.89E+14,14.11411095,-2.391396046,Plated (Verified Page)
1.46E+11,31.91361046,-7.966615677,Premio Foods
1.08E+14,-19.79042053,16.09234238,TruMoo Chocolate Milk
42666707343,-12.9096117,3.960437775,Barrett-Jackson (Verified Page)
5.16E+14,-37.8142128,37.2271843,ASUS Republic of Gamers (Verified Page)
1.25E+14,-34.35376358,17.64693832,Radisson Hotel Branson
19821139730,-41.49334717,31.42036438,Squarespace (Verified Page)
1.07E+11,6.878549576,-3.864819288,SweetLeaf Stevia
2.35E+11,13.56274605,-4.644141197,Canyon Gluten Free Bakehouse
1.22E+11,13.33375645,-4.731291294,Glutino
91445209530,13.43425751,-4.604846478,Nuts.com (Verified Page)
4.49E+14,8.714579582,-3.689957857,Freshly (Verified Page)
1.02E+11,24.2374382,-6.253810406,Bob's Red Mill Natural Foods
1.15E+14,12.82101059,-4.190386295,Schr (Verified Page)
2.39E+14,-17.24215889,29.53259468,GearLaunch
1.68E+11,-1.495935202,-0.095123969,MarketingProfs
69634844497,-12.82167721,3.675394773,SISDigital
17048584270,-14.33703518,15.62439919,Boston Market
1.95E+11,-21.14183044,15.2914114,IPG Mediabrands
34335152719,-10.59347916,-6.472663403,Hard Rock Hotel and Casino Las Vegas
42083141815,-3.038732767,-41.58905411,Monte Carlo Resort & Casino- Las Vegas
81551561368,-24.76623154,11.84554482,Charleston Animal Society
14050833913,13.35024548,8.94674015,Penn Station East Coast Subs
12098993287,16.4712162,31.37344933,Snap-on Tools
1.08E+11,-15.54814911,36.18621063,Duncan Hines (Verified Page)
1.66E+14,-10.95804977,38.8470459,Farwestdallas
1.81E+11,-14.68935871,20.30356979,Moe's Southwest Grill
77730698813,12.96728611,9.621201515,Panda Express
2.05E+14,-45.28594208,40.63124847,Lawry's (Verified Page)
86744073413,13.34887028,8.933369637,Seasons 52
93496547674,13.99829674,7.772985458,Benihana
1.28E+14,-14.99661636,20.05966187,Daisy Sour Cream (Verified Page)
56068479727,-17.09806824,19.95465088,Guitar Center
1.58E+14,13.17236614,9.16106987,O'Charley's
1.16E+14,-10.60533237,35.76930618,Rite Aid 
1.07E+14,-19.41289139,14.25615215,Domo  Inc.
3.40E+11,-13.35497189,14.08790016,Topps
14408104105,13.23862648,8.979431152,Dickey's Barbecue Pit
94797847988,-3.873743057,-6.241471291,LongHorn Steakhouse
1.99E+14,-5.381969929,47.82835007,Percolate (Verified Page)
2.17E+14,-1.287508488,50.13806534,BlackLine
1.93E+11,-1.361736655,48.72652435,AppDynamics
2.32E+11,-5.99892664,38.42869186,Patriot Software
1.46E+11,-22.06928635,19.34993553,Two Brothers Racing
57731677835,7.374644279,-4.695113182,Robbins Brothers The Engagement Ring Store (Verified Page)
1.21E+14,-4.993462086,-1.09432137,Pure Grown Diamonds
1.23E+14,6.258927345,-3.264496565,Helzberg Diamonds
67230152062,-36.10298538,24.33815193,Mohawk Flooring
4.11E+14,-1.553358436,-1.953374386,Full Moon Dog Treats
1.98E+14,-20.67960739,13.21313095,Shaw Floors
1.49E+14,-13.61343956,33.71202469,Atdaa  Inc.
6.83E+14,-40.5391655,30.53489113,Carbon6 Rings
1.04E+14,20.65141869,-4.522507668,Moda Operandi
56062795998,19.94400787,-4.299340725,Sanuk
2.13E+14,-13.02828026,10.62526417,LED Concepts
1.29E+11,-13.23946476,11.12511158,Value City Furniture
1.58E+14,-43.24399185,-12.64741039,ilan Hotel & Spa
55340718934,-1.823489428,6.803848743,Horizon Hobby
41500951461,-39.70825195,28.08246803,Meyer Sound
1.86E+14,-2.570165873,25.41812706,Arkwest Communications  Inc.
66573256019,-26.99054527,0.294382781,muvee
1.75E+14,-20.31398964,13.85181808,Transamerica
1.33E+11,-18.0402832,12.81551456,Foremost Insurance
99944621253,8.918888092,9.609876633,Safeco Insurance
1.53E+14,-9.738060951,7.409722805,Traxxas
1.92E+14,-5.354336262,6.458920956,Matco Tools
7271040484,-25.3477993,31.44314766,Schneider Truck Driving Jobs
2.24E+11,9.399214745,16.0289135,aFe POWER
1.50E+11,-16.29109383,8.899238586,Mac Tools
1.78E+14,-12.13053417,21.20973778,22 Days Nutrition
26713561100,0.460600942,-11.08292007,Varsity Cheerleading & Dance
1.96E+11,0.614111185,-11.0691576,House of Blues Myrtle Beach
49526801275,-4.860219955,-42.85366058,FAMOUS STARS AND STRAPS (Verified Page)
61925383150,-4.581629276,-43.14049149,Andrew Christian (Verified Page)
84049934974,-5.16087389,-42.25880814,StarKist (Verified Page)
1.08E+11,-4.749807835,-42.993927,High Voltage Tattoo
1.81E+11,-4.990186214,-42.49757004,Jeanette Jenkins - The Hollywood Trainer
1.37E+11,-4.842978001,-43.23292542,Jessica Cosmetics
23392106130,-4.838356495,-42.98857498,ChristianCinema.com (Verified Page)
1.41E+14,0.579297185,0.302253991,Profile Design Costa Rica
1.37E+14,-2.724864244,12.30465031,Cabbage Patch Kids Fan Page
10644399931,40.70360565,-24.62132645,shu uemura
1.51E+14,39.5071373,-23.00364113,Duluth Trading Company (Verified Page)
63422544840,-21.32530022,-3.373275757,Halo Pets
1.48E+11,0.677009702,11.48683739,Anatomy Trains
72225505417,0.775310695,8.232070923,Orvis
3.03E+14,-0.623823822,10.53328991,Reformation
1.26E+14,-25.18880272,17.59864235,Farm Stay U.S.
2.14E+14,2.551458359,-27.3403511,Hawaii Tourism Authority
2.25E+11,-30.7280159,25.76283455,True Chews (Verified Page)
1.54E+11,-21.92484856,26.28672791,Lightning Wear Apparel
1.44E+11,-32.51663971,27.19795609,Forged Clothing
56646782870,-6.252138138,21.77196121,5.11 Tactical
4.20E+14,-13.70129108,12.43891716,D'iyanu
2.34E+14,-5.7346735,4.703680992,Sax Arts & Crafts
1.00E+11,-30.30705452,6.101183891,Hilton Garden Inn Jacksonville/JTB Deerwood Park
85388899577,-2.314015388,25.67301178,Bandwidth Inc.
1.91E+14,12.47369862,-3.367034674,Meta Wellness
3.29E+14,-31.21835136,37.84649277,Shipt (Verified Page)
1.02E+14,-4.391751289,6.735722542,ZICO Coconut Water
1.20E+11,12.4825573,2.434867382,UFC GYM
1.14E+11,12.42080402,2.564733267,Dunham's Sporting Goods
3.72E+11,-47.01548386,38.40593338,Special Operations Equipment
1.12E+14,-38.866642,-8.488948822,ShopKeep (Verified Page)
1.27E+11,-26.49658966,29.48519135,LearnVest (Verified Page)
80008851846,-15.88236141,18.68543434,Kasasa
9030753203,20.67636871,-18.83010101,Informatica LLC
1.72E+15,8.941072464,9.984520912,walmart world
1.42E+14,20.73708916,-18.96570396,IronPlanet
28988913344,9.620306015,8.262764931,Texas de Brazil
2.42E+11,-2.268233538,-40.49012756,Mohegan Sun (Verified Page)
5.57E+14,-2.262637377,-41.99213028,Graton Resort & Casino
4.87E+14,9.557044983,8.431886673,Groupon Goods
2.94E+11,-34.26262665,19.5270195,Boar's Head (Verified Page)
3.41E+11,-3.281737328,-40.657444,WinStar World Casino and Resort
72162502698,-3.170868397,-40.68253326,Pala Casino Spa and Resort
1.88E+11,-3.314442635,-40.6210556,Tulalip Resort Casino
2.62E+11,-3.17348814,-40.67665482,San Manuel Casino (Verified Page)
1.42E+11,-3.232199669,-40.61181259,Borgata Hotel Casino & Spa
2.35E+14,-20.01278496,11.24636173,Royal Canin USA (Verified Page)
1.19E+14,-22.52363777,-3.144773245,Banfield Pet Hospital
2.13E+11,-34.64788437,31.13516808,Brother Sews
84892741164,-32.53095245,31.58424568,AccuQuilt
72597832926,-17.40634918,0.396220535,Stein Mart
1.24E+14,-17.60129738,1.13873744,Bealls
83801536288,-17.58242607,1.245003581,TJX 
12553239559,-17.6097908,1.207957387,mark. girl
31383100473,-17.43124962,0.512479424,New York & Company
3.20E+14,-14.85466099,30.6190052,Creative Market
1.67E+14,-29.46859741,3.439184427,Sheraton Miami Airport Hotel & Executive Meeting Center
5.60E+14,-10.40586376,36.80438614,Smokeball - Legal Practice Management Software
6.72E+14,-47.23770142,38.22055054,Aurum Brothers (Verified Page)
1.96E+11,15.76608753,-3.504013062,BUDDY FRUITS
1.59E+11,16.09567642,-3.534294367,Chiquita
78143372410,15.45948887,-3.623881578,Safeway
53910314296,14.76254368,-3.974128246,Avocados from Mexico (Verified Page)
1.70E+14,15.17325687,-3.826487541,Stop & Shop (Verified Page)
75466808547,13.82701397,-4.114438057,Rouses Markets
2.29E+11,-24.62234688,-1.758687139,Com2uS (Verified Page)
2.01E+11,-26.05926514,-0.13118428,TrueCar
18986516092,-36.94454193,19.4941864,Advanced Nutrients
97974642277,-36.43000031,-9.289938927,Fuze
6.23E+14,-36.97705841,19.66070366,Cipriani
16491196119,-26.04663086,-0.151771098,Kelley Blue Book (Verified Page)
1.97E+11,-26.06196976,-0.115713559,MAcarbon
1.45E+14,-28.22863388,-4.244918346,Vembu Technologies
5.23E+14,-40.3781929,40.9098053,Ceramic Pro Americas
64753627039,-34.12995911,24.86481094,Speck
1.07E+14,-0.928228378,45.78796768,Stroops
1.80E+11,-27.38082504,28.66945076,Kubota Tractor Corporation
46415639449,-26.78290939,15.00381184,Northern Tool + Equipment (Verified Page)
43722974146,-28.37042427,-7.549111366,Zimbra
4.48E+14,-13.98372936,21.15519714,GruupMeet
1.21E+14,22.86293221,-0.703123093,Uber
47137704116,9.945391655,-0.541238666,Discogs (Verified Page)
1.49E+14,-25.40905571,28.623106,Libbey
92645906441,5.493381977,15.89415741,Hanesbrands
58615925843,-17.30112839,30.19118118,Carrabba's Italian Grill
1.59E+11,8.030127525,-25.14456558,Light & Motion Bike Lights
1.02E+11,0.586332917,0.366840839,Linus Bike
44385742338,-38.53310394,36.56011581,John Hardy
3.41E+11,16.15203476,-3.539568663,Alexia Foods (Verified Page)
4.24E+14,-11.16979122,0.932078719,EGO
1.18E+14,-20.34851456,11.70478344,Gravely Commercial Lawn Mowers
88040607020,-23.60365868,4.105985641,Janie and Jack (Verified Page)
45802399400,-3.46131897,-3.909689903,Equinox
46661309038,-20.61578369,6.544344425,Dave's Killer Bread (Verified Page)
3.16E+11,-19.76276779,20.91174126,Hot N Juicy Crawfish
1.75E+11,-13.38758659,7.936816216,Turtle Wax
10983852124,-12.48193645,9.146302223,Taco Johns
4.49E+14,-21.49076462,6.640812874,Love Your Melon (Verified Page)
9131624063,5.977380753,12.55681992,Shutterfly
90735986967,-12.31162453,9.060194016,Scheels
2.23E+14,-29.95098305,25.34500122,Panini America
1.85E+14,-2.191816568,-37.27757263,Loverly
1.29E+14,-2.235285997,-37.34617996,Adrianna Papell
1.75E+14,2.005218983,-24.48916817,The Peninsula Beverly Hills
61939782059,-26.81752586,38.42310715,AQUAhydrate
23298700957,-13.90627289,9.757255554,Central Market
2.43E+11,-21.98755074,7.5572052,Dangerous Curves Swimwear
57149201009,-12.01221752,1.441964626,David's Bridal
90049356356,-9.961615562,15.61138725,Skate Warehouse
82777896633,-9.85466671,15.57083321,CCS
5.74E+14,-9.753650665,15.52856922,S Skateboarding
1.77E+15,27.08471489,-0.566887856,wholesome memes
6746028844,-33.90504456,25.26866722,Lisa Frank
92529818829,4.101477146,-8.851484299,Delta Faucet
1.60E+14,3.024909735,5.592967033,Mr. Coffee (Verified Page)
66624661003,-20.91772842,9.969999313,Corner Bakery Cafe
3.20E+11,-32.93049622,41.94496536,Totino's (Verified Page)
11140416867,18.21631813,-4.085354805,Life Extension
1.77E+11,-14.64020824,11.64177704,BFAds - Black Friday Ads
2.15E+14,-0.37283662,-18.50376511,The Cabo Agency
1.11E+14,-10.77495384,13.54711056,Light and Motion Dive
8749090685,-19.16633606,33.68899536,GoDaddy
1.75E+14,-23.43560028,36.07820129,Champion Solutions Group
5.91E+14,-28.96660614,5.649709702,SIXTY Beverly Hills
2.64E+11,-6.892678738,44.03765106,Cat Landscaping and Construction Trades
1.95E+14,18.7588768,15.11884975,Volvo Construction Equipment North America
3.68E+14,3.983607054,52.96435547,HPE Storage
1.22E+14,-4.036443233,43.48638916,Scality
4.70E+14,4.720328331,54.22634888,VMware AirWatch
15699473958,-22.33946228,34.26150131,Synacor Inc.
1.95E+14,9.791049957,-0.911638081,ClassPass (Verified Page)
50695094246,-45.51464462,31.93521118,Jerry's Artarama
6.14E+14,-46.52590942,36.28328323,Blankie Tails
76810820540,1.366613865,5.042340755,Stella & Dot
2.29E+11,5.117939949,3.71193862,Thirty-One Gifts
1.48E+11,-25.40244865,25.75358582,Zarbee's Naturals
1.98E+11,-44.15073395,30.29536247,Tripsite.com
2.13E+14,-29.7647934,32.35686111,Bugaboo (Verified Page)
1.68E+14,-32.23005295,32.64982986,Nongshim America
6.22E+14,-25.57257843,13.11154461,Little Bites (Verified Page)
21493231379,9.542692184,15.02097988,Discover
66710182886,-4.484332085,48.42698669,Oxagile
4.29E+14,1.431714773,-13.71107006,Raffles Hotel
3.71E+11,-10.36092281,13.84226131,Performance Bicycle
1.27E+14,-6.595588684,40.46750641,New Balance BOS
6.78E+14,2.600749016,56.4715271,Symmetry Corp.
1.20E+11,-28.58135986,4.932816505,Sheraton Tucson Hotel & Suites
9.70E+14,-40.49456787,33.19793701,DJI Support (Verified Page)
3.32E+11,-9.343577385,5.881316662,Sour Patch Kids
2.11E+14,-27.48547363,-0.200965494,Oracle Security
1.75E+14,-45.73557663,31.19217682,magicplan
5.88E+14,-11.02811909,-2.407298565,Shopkins (Verified Page)
2.56E+14,-20.76156998,18.90171623,SOLOSHOT
3.17E+14,-13.3251524,18.47763443,Carolina Herrera (Verified Page)
27486451851,8.666855812,-1.703237772,Chobani (Verified Page)
3.61E+14,9.333231926,-1.865721822,Meetville
8651889124,17.1506176,-5.440351009,Bruegger's Bagels
1.79E+11,-10.46855354,6.795386314,Thermador
1.35E+11,-16.66925812,11.3187027,Lamps Plus
75576957161,-7.122928143,2.330212593,Cambria
80447323573,-25.0110817,26.70468521,Sub-Zero and Wolf (Verified Page)
